ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,Padang,-0.95,100.35,77.67,84,100,6.26,ID,1601606519
373,Bratsk,56.13,101.61,30.2,92,75,6.71,RU,1601606519
374,Jizan,17.33,42.67,86.0,79,20,2.68,SA,1601606519
375,Kudahuvadhoo,2.67,72.89,82.4,76,100,8.7,MV,1601606519
376,Okhotsk,59.38,143.3,52.59,56,58,2.71,RU,1601606520
377,Terråk,65.09,12.37,57.2,62,13,5.82,NO,1601606520
378,Naranjal,-2.67,-79.62,75.2,69,20,17.22,EC,1601606520
379,Lingao,19.91,109.69,85.95,71,100,2.77,CN,1601606520
380,Praia,14.92,-23.51,78.8,83,75,14.99,CV,1601606521
381,Los Llanos de Aridane,28.66,-17.92,71.6,68,20,12.75,ES,1601606521
382,Wajima,37.4,136.9,69.8,64,40,4.7,JP,1601606521
383,Igrim,63.19,64.42,46.67,91,1,9.13,RU,1601606522
384,Yerbogachën,61.28,108.01,34.2,83,0,6.29,RU,1601606522
385,Abu Samrah,35.3,37.18,61.05,91,0,4.23,SY,1601606522
386,Heraclea,37.51,34.05,49.59,76,0,0.63,TR,1601606522
387,Lauria,40.05,15.84,56.19,80,41,2.04,IT,1601606522
388,Taoudenni,22.68,-3.98,88.2,12,0,1.07,ML,1601606523
389,Teguise,29.06,-13.56,73.4,69,75,16.11,ES,1601606523
390,Bulgan,48.81,103.53,26.29,94,100,12.19,MN,1601606523
391,Henties Bay,-22.12,14.28,48.99,77,0,1.99,NA,1601606523
392,Port Harcourt,4.78,7.01,74.16,94,100,3.87,NG,1601606524
393,Mahon,39.89,4.27,71.6,83,88,16.11,ES,1601606524
394,Coos Bay,43.37,-124.22,60.01,100,90,10.29,US,1601606524
395,Whitehorse,60.72,-135.05,52.0,53,40,11.41,CA,1601606403
396,Tezu,27.92,96.17,82.04,65,98,0.78,IN,1601606524
397,De-Kastri,51.47,140.78,58.6,56,5,5.53,RU,1601606525
398,Zigong,29.34,104.78,68.32,91,100,3.87,CN,1601606525
399,Shubarshi,48.59,57.19,47.62,47,0,6.98,KZ,1601606525
400,Saint John,45.27,-66.07,59.0,100,75,10.29,CA,1601606525
401,Haines Junction,60.75,-137.51,43.34,74,99,2.89,CA,1601606526
402,Ambilobe,-13.2,49.05,69.4,87,1,3.6,MG,1601606526
403,Sabang,5.89,95.32,83.34,76,89,18.34,ID,1601606526
404,Ipixuna,-1.76,-48.8,77.0,88,55,5.82,BR,1601606527
405,Piaçabuçu,-10.41,-36.43,74.05,82,25,9.8,BR,1601606527
406,Itarema,-2.92,-39.92,78.69,82,20,17.63,BR,1601606527
407,General Roca,-39.03,-67.58,53.6,40,1,3.36,AR,1601606527
408,Anloga,5.79,0.9,77.0,88,20,9.17,GH,1601606527
409,Eilat,29.56,34.95,80.6,69,0,11.41,IL,1601606528
410,Wanlaweyn,2.62,44.89,75.22,85,68,6.42,SO,1601606528
411,Roald,62.58,6.13,60.8,48,70,17.22,NO,1601606528
412,Saint-Ambroise,48.55,-71.33,50.0,100,90,4.7,CA,1601606528
413,Hovorany,48.95,16.99,51.01,98,100,2.59,CZ,1601606528
414,Ryōtsu-minato,38.08,138.43,73.4,56,33,5.82,JP,1601606529
415,Margate,51.38,1.39,60.01,79,100,8.01,GB,1601606529
416,Fairbanks,64.84,-147.72,66.2,27,1,4.7,US,1601606475
417,Megion,61.03,76.11,39.2,100,78,4.47,RU,1601606529
418,Varhaug,58.61,5.65,57.0,80,100,8.99,NO,1601606529
419,Ewo,-0.87,14.82,67.55,96,65,2.46,CG,1601606529
420,Omsukchan,62.53,155.8,40.17,61,0,2.73,RU,1601606530
421,Peace River,56.25,-117.29,57.2,54,20,12.75,CA,1601606530
422,Show Low,34.25,-110.03,66.2,7,1,4.7,US,1601606530
423,Port Keats,-14.25,129.55,92.59,39,88,1.68,AU,1601606530
424,Kadoma,34.73,135.58,84.0,53,20,4.7,JP,1601606531
425,Hasaki,35.73,140.83,79.0,60,20,2.24,JP,1601606349
426,Ust'-Kan,50.93,84.76,34.77,81,1,2.48,RU,1601606531
427,Alofi,-19.06,-169.92,80.6,94,75,9.17,NU,1601606531
428,Aitape,-3.14,142.35,78.4,82,100,9.6,PG,1601606532
429,Kankaanpää,61.8,22.42,48.2,100,100,5.82,FI,1601606532
430,Aksu,41.12,80.26,60.94,28,100,4.61,CN,1601606532
431,Ossora,59.24,163.07,48.65,62,70,17.34,RU,1601606533
432,Arlit,18.74,7.39,93.09,21,96,4.92,NE,1601606533
433,Broome,42.25,-75.83,51.8,76,90,0.85,US,1601606533
434,Mangan,27.52,88.53,82.76,40,16,3.85,IN,1601606533
435,Alberton,46.82,-64.07,58.42,78,13,11.92,CA,1601606533
436,Ilhéus,-14.79,-39.05,71.69,88,93,3.31,BR,1601606533
437,Poum,-20.23,164.02,72.66,67,100,9.13,NC,1601606534
438,Mombetsu,44.35,143.35,59.0,82,75,3.36,JP,1601606534
439,Innisfail,-17.53,146.03,75.0,58,51,18.99,AU,1601606534
440,Shihezi,44.3,86.03,55.27,37,0,7.7,CN,1601606535
441,Payson,40.04,-111.73,62.6,48,1,6.93,US,1601606535
442,Puerto Cabezas,14.04,-83.39,77.76,83,100,2.15,NI,1601606535
443,Beloha,-25.17,45.05,63.28,97,37,5.97,MG,1601606535
444,Valdivia,-39.81,-73.25,42.8,100,90,2.24,CL,1601606435
445,Karur,10.95,78.08,81.75,66,100,10.04,IN,1601606536
446,Rocha,-34.48,-54.33,49.5,80,0,8.21,UY,1601606536
447,Phalodi,27.13,72.37,87.94,41,0,10.07,IN,1601606536
448,Blackfoot,43.19,-112.34,64.0,29,1,6.93,US,1601606536
449,Quatre Cocos,-20.21,57.76,69.01,93,20,8.05,MU,1601606410
450,Namalenga,-10.95,39.1,67.71,91,24,2.01,TZ,1601606537
451,Puerto Ayacucho,5.66,-67.62,76.03,89,88,2.55,VE,1601606537
452,Navoiy,40.08,65.38,44.6,56,0,9.17,UZ,1601606537
453,Bubaque,11.28,-15.83,81.18,81,95,9.37,GW,1601606538
454,Srandakan,-7.94,110.25,87.28,61,46,11.9,ID,1601606538
455,Tutóia,-2.76,-42.27,79.68,81,0,13.47,BR,1601606538
456,Kanjiža,46.07,20.05,57.2,79,96,7.31,RS,1601606538
457,Ust-Kuyga,70.02,135.6,31.59,86,92,4.85,RU,1601606538
458,Wakkanai,45.41,141.67,57.2,87,75,11.41,JP,1601606350
459,Charlottetown,46.24,-63.13,60.8,72,5,10.29,CA,1601606524
460,Oistins,13.07,-59.53,82.4,74,75,16.11,BB,1601606539
461,Port Lincoln,-34.73,135.87,79.97,36,0,22.97,AU,1601606539
462,Doha,25.29,51.53,89.6,74,0,4.7,QA,1601606283
463,São Filipe,14.9,-24.5,81.18,79,100,7.29,CV,1601606539
464,Mahanoro,-19.9,48.8,71.42,91,7,6.73,MG,1601606540
465,Najrān,17.49,44.13,68.0,24,0,0.65,SA,1601606540
466,San Juan,-31.54,-68.54,54.1,37,0,11.27,AR,1601606540
467,Eureka,40.8,-124.16,60.01,87,1,5.82,US,1601606393
468,Paraná,-31.73,-60.52,56.32,54,2,14.88,AR,1601606541
469,Moose Factory,51.26,-80.61,39.2,100,90,8.05,CA,1601606541
470,Ilulissat,69.22,-51.1,41.0,60,100,13.87,GL,1601606541
471,Sambava,-14.27,50.17,70.83,92,11,6.67,MG,1601606541
472,College,64.86,-147.8,66.2,29,40,4.7,US,1601606358
473,Camacha,33.08,-16.33,68.0,82,40,5.82,PT,1601606541
474,At-Bashi,41.17,75.81,48.2,52,100,7.49,KG,1601606542
475,Madīnat Sittah Uktūbar,29.82,31.05,75.2,69,40,3.36,EG,1601606542
476,Werda,-25.27,23.28,50.92,41,0,7.74,BW,1601606542
477,Kargasok,59.06,80.86,46.09,96,100,5.32,RU,1601606543
478,Imeni Poliny Osipenko,52.42,136.49,56.28,59,66,5.26,RU,1601606543
479,Bucerías,20.75,-105.33,84.2,79,40,3.36,MX,1601606505
480,Pital,2.27,-75.8,65.84,73,53,4.85,CO,1601606543
481,Ayan,56.45,138.17,50.86,55,0,2.77,RU,1601606544
482,Touros,-5.2,-35.46,77.0,78,75,5.82,BR,1601606544
483,Chumikan,54.72,135.31,52.75,66,13,11.59,RU,1601606544
484,Blagoveshchenka,52.83,79.87,41.9,68,0,4.18,RU,1601606544
485,Joinville,-26.3,-48.85,69.01,91,1,1.99,BR,1601606500
486,Salina Cruz,16.17,-95.2,78.17,56,47,24.81,MX,1601606545
487,Assiut,27.18,31.18,74.46,41,0,3.6,EG,1601606545
488,Khovu-Aksy,51.13,93.6,31.41,83,70,5.84,RU,1601606546
489,Saint-Joseph,-21.37,55.62,69.8,64,1,4.7,RE,1601606546
490,Douglas,41.3,-96.17,55.4,61,90,3.36,US,1601606546
491,Avanigadda,16.02,80.92,80.6,88,40,4.7,IN,1601606546
492,Port Blair,11.67,92.75,82.99,81,100,15.39,IN,1601606495
493,Peniche,39.36,-9.38,66.0,89,100,18.99,PT,1601606546
494,Shalakusha,62.22,40.25,43.83,95,53,2.33,RU,1601606547
495,Tateyama,34.98,139.87,75.99,64,20,8.05,JP,1601606547
496,Sarangani,5.4,125.46,84.29,72,89,11.36,PH,1601606547
497,Kumul,42.8,93.45,55.51,32,100,15.14,CN,1601606346
498,Muisne,0.6,-80.03,73.22,83,100,8.5,EC,1601606548
499,Tashla,51.77,52.74,49.53,66,0,3.06,RU,1601606548
500,Payo,-3.75,103.64,92.07,49,42,1.54,ID,1601606548
501,Siderno,38.28,16.3,71.01,63,88,2.53,IT,1601606548
502,Sri Aman,1.24,111.46,84.2,83,20,3.36,MY,1601606548
503,Lompoc,34.64,-120.46,82.4,36,1,3.36,US,1601606267
504,Waingapu,-9.66,120.26,88.41,49,54,18.21,ID,1601606549
505,Nakamura,32.98,132.93,76.78,64,24,4.09,JP,1601606549
506,Les Escoumins,48.11,-69.02,46.89,94,6,7.78,CA,1601606549
507,Qui Nhon,13.77,109.23,86.05,67,99,4.09,VN,1601606394
508,Libertad,8.94,125.5,87.69,61,60,5.66,PH,1601606550
509,Kruisfontein,-34.0,24.73,55.99,79,97,5.01,ZA,1601606550
510,Kysyl-Syr,63.9,122.76,37.76,68,20,8.19,RU,1601606550
511,Kazachinskoye,57.7,93.28,36.99,81,93,3.87,RU,1601606551
512,Machalí,-34.18,-70.67,45.91,76,14,1.59,CL,1601606551
513,Barranca,-10.75,-77.77,60.4,88,66,8.93,PE,1601606551
514,Tessalit,20.2,1.01,88.25,24,0,13.4,ML,1601606551
515,Ust'-Koksa,50.27,85.61,37.85,68,21,2.08,RU,1601606552
516,Owando,-0.48,15.9,66.67,99,83,1.41,CG,1601606552
517,Outlook,51.5,-107.05,48.99,51,97,1.99,CA,1601606552
518,Meulaboh,4.14,96.13,81.1,81,98,7.87,ID,1601606553
519,Moree,-29.47,149.85,80.6,26,0,9.17,AU,1601606553
520,Ouadda,8.08,22.4,67.39,92,57,1.92,CF,1601606553
521,Masuguru,-11.37,38.42,69.44,90,15,3.91,TZ,1601606553
522,Fresnillo,23.17,-102.88,57.61,36,0,9.53,MX,1601606554
523,Léo,11.1,-2.1,70.03,96,94,4.18,BF,1601606554
524,Merauke,-8.47,140.33,84.11,57,1,19.51,ID,1601606554
525,Mporokoso,-9.37,30.12,60.03,63,0,3.04,ZM,1601606555
526,Alice Springs,-23.7,133.88,93.2,7,2,11.41,AU,1601606273
527,Gillette,44.29,-105.5,53.01,45,1,4.7,US,1601606555
528,Vaitape,-16.52,-151.75,79.63,76,40,19.04,PF,1601606287
529,Gaza,31.5,34.47,73.99,73,40,3.36,PS,1601606524
530,Chiang Khong,20.26,100.4,80.6,88,75,3.36,TH,1601606555
531,Port Moresby,-9.44,147.18,84.2,70,75,11.41,PG,1601606361
532,Nnewi,6.02,6.91,71.33,99,99,2.93,NG,1601606557
533,Fort Nelson,58.81,-122.7,59.0,61,20,9.17,CA,1601606407
534,Tuatapere,-46.13,167.68,57.0,59,100,7.0,NZ,1601606557
535,Vygonichi,53.1,34.07,55.4,47,92,11.18,RU,1601606557
536,Samfya,-11.36,29.56,66.74,49,6,6.38,ZM,1601606557
537,Mabaruma,8.2,-59.78,77.5,88,22,3.91,GY,1601606557
538,Balabac,7.99,117.06,86.97,63,68,5.66,PH,1601606558
539,Las Vegas,36.17,-115.14,93.2,5,1,2.77,US,1601606522
540,Kopavogur,64.11,-21.91,41.0,75,20,10.29,IS,1601606558
541,Caernarfon,53.14,-4.27,50.0,81,100,13.87,GB,1601606558
542,Copiapó,-27.37,-70.33,53.6,81,0,8.05,CL,1601606558
543,Kamina,-8.74,24.99,66.11,91,95,3.24,CD,1601606559
544,Popondetta,-8.75,148.25,89.67,50,63,7.63,PG,1601606559
545,Koumac,-20.57,164.28,73.78,61,100,13.13,NC,1601606559
546,Tura,25.52,90.22,82.17,82,100,2.33,IN,1601606286
547,La Tuque,47.43,-72.78,42.28,95,53,2.08,CA,1601606560
548,Hokitika,-42.72,170.97,54.97,74,89,8.72,NZ,1601606477
549,High Level,58.52,-117.14,60.8,36,20,9.17,CA,1601606560
550,Hudson Bay,52.85,-102.38,39.51,76,100,3.65,CA,1601606560
551,Porbandar,21.64,69.61,78.8,88,14,5.82,IN,1601606407
552,Beringovskiy,63.05,179.32,40.19,89,100,27.16,RU,1601606562
553,Dukat,62.55,155.55,38.07,64,0,1.77,RU,1601606562
554,Purranque,-40.92,-73.17,42.8,75,51,3.36,CL,1601606487
555,North Bend,43.41,-124.22,60.01,100,90,10.29,US,1601606313
556,Jūnāgarh,19.87,82.93,76.55,74,100,2.1,IN,1601606562
557,Sosenskiy,54.06,35.96,50.0,57,86,6.71,RU,1601606563
558,Sisimiut,66.94,-53.67,32.61,80,99,5.91,GL,1601606563
559,Faya,18.39,42.45,62.6,29,20,2.66,SA,1601606563
560,Jiuquan,39.74,98.52,54.55,31,92,12.84,CN,1601606564
561,Linhares,-19.39,-40.07,70.81,91,49,3.47,BR,1601606301
562,Bayan,46.08,127.4,59.0,65,74,8.72,CN,1601606564
563,Peachland,49.77,-119.74,60.8,77,90,2.24,CA,1601606564
564,Namatanai,-3.67,152.43,81.63,67,100,4.79,PG,1601606564
565,Ilām,26.92,87.92,78.8,88,40,2.24,NP,1601606565
566,Alegrete,-29.78,-55.79,71.44,91,59,17.31,BR,1601606565
567,Zavallya,48.21,30.02,55.85,90,100,8.25,UA,1601606565
568,Iwanai,42.97,140.51,68.85,61,100,5.59,JP,1601606565
569,Neuquén,-38.95,-68.06,53.6,40,0,3.36,AR,1601606420
570,Huambo,-12.78,15.74,65.34,71,95,1.68,AO,1601606565
571,Krasnorechenskiy,44.63,135.35,51.84,77,100,5.17,RU,1601606566
572,Copperas Cove,31.12,-97.9,71.6,46,1,6.93,US,1601606566
573,Virden,39.5,-89.77,51.01,75,0,5.01,US,1601606566
574,Amudat,1.95,34.95,68.86,71,5,1.41,UG,1601606566
575,Saint Anthony,45.02,-93.22,46.4,70,1,3.36,US,1601606566
576,Vitorino Freire,-4.07,-45.17,76.68,81,11,6.93,BR,1601606566
577,Mehamn,71.04,27.85,44.98,84,95,7.36,NO,1601606566
578,Fitioneşti,45.98,27.05,54.0,93,27,4.7,RO,1601606567
579,Srednekolymsk,67.45,153.68,41.38,62,98,13.6,RU,1601606567
580,Vestmannaeyjar,63.44,-20.27,44.04,69,0,4.79,IS,1601606567
581,Panama City,8.99,-79.52,80.01,94,75,2.21,PA,1601606443
582,Samarkand,39.65,66.96,50.0,66,0,6.93,UZ,1601606567
583,Koutsouras,35.03,25.95,69.01,71,1,5.01,GR,1601606568
584,Morros,-9.45,-46.3,75.0,26,65,4.97,BR,1601606568
585,La Orilla,17.98,-102.23,78.93,85,22,4.45,MX,1601606568
586,Davila,18.47,120.58,87.8,70,40,3.36,PH,1601606569
587,Makhachkala,42.98,47.5,64.4,59,97,17.9,RU,1601606569
588,Arman',59.7,150.17,51.12,54,0,5.35,RU,1601606569
589,Brumunddal,60.88,10.94,51.01,86,94,1.01,NO,1601606569
590,Majene,-3.54,118.97,87.4,64,18,10.47,ID,1601606569
591,Tefé,-3.35,-64.71,74.12,94,82,0.65,BR,1601606570
592,Saint-Augustin,51.23,-58.65,51.48,89,32,11.12,CA,1601606570
593,Tahe,52.33,124.73,45.9,79,100,5.66,CN,1601606570
594,Marfino,55.7,37.38,54.0,61,91,6.71,RU,1601606570
595,São Félix do Xingu,-6.64,-51.99,70.99,86,36,1.54,BR,1601606571
596,Mālūr,13.01,77.94,71.6,94,75,6.93,IN,1601606571
597,Abhā,18.22,42.51,62.6,29,40,2.28,SA,1601606525
598,Kaeo,-35.1,173.78,60.76,57,86,7.76,NZ,1601606571
599,Hervey Bay,-25.3,152.85,82.0,47,2,9.17,AU,1601606572
600,Tigwav,18.43,-72.87,82.4,69,13,11.41,HT,1601606572
601,Govlyar,40.95,45.73,60.8,72,75,2.24,AZ,1601606572
602,Tabas,33.6,56.92,60.8,26,0,2.24,IR,1601606572
603,Luena,-11.78,19.92,65.07,79,77,3.8,AO,1601606572
604,Vila Velha,-20.33,-40.29,77.0,83,20,11.41,BR,1601606573
605,Kodār,16.98,79.97,81.12,78,77,8.7,IN,1601606573
606,São Sebastião,-23.76,-45.41,82.92,52,51,3.83,BR,1601606490
607,Bontang,0.13,117.5,77.97,91,100,6.69,ID,1601606573
608,La Palma,33.85,-118.05,89.6,24,1,5.59,US,1601606281
609,Porto Walter,-8.27,-72.74,73.47,79,93,1.95,BR,1601606574
610,Ambunti,-4.24,142.84,81.16,72,100,3.53,PG,1601606574
611,Tilichiki,60.47,166.1,43.48,69,96,24.81,RU,1601606574
612,Cairns,-16.92,145.77,87.01,51,40,21.92,AU,1601606426
613,Chicontepec,20.97,-98.17,59.16,87,22,4.07,MX,1601606575
614,Kyra,49.58,111.98,35.2,72,100,12.66,RU,1601606575
615,Henderson,36.04,-114.98,93.2,6,1,9.17,US,1601606461
616,Ponta Delgada,37.73,-25.67,68.0,77,75,8.05,PT,1601606575
617,Avera,33.19,-82.53,64.4,93,1,4.7,US,1601606576
618,Jalu,29.03,21.55,75.87,42,0,6.38,LY,1601606576
619,Koungou,-12.73,45.2,75.2,88,46,3.36,YT,1601606576
620,La Unión,-5.4,-80.75,64.62,78,13,9.46,PE,1601606576
621,Hambantota,6.12,81.12,83.52,67,61,18.41,LK,1601606577
622,Marzuq,14.4,46.47,71.64,61,0,2.3,YE,1601606577
623,Half Moon Bay,37.46,-122.43,80.6,61,5,3.36,US,1601606577
624,Petropavlovsk-Kamchatskiy,53.05,158.65,60.8,48,10,6.71,RU,1601606577
625,Cuamba,-14.8,36.54,66.16,55,1,4.61,MZ,1601606578
626,Noyabrsk,63.2,75.45,44.11,89,91,11.83,RU,1601606578
627,Inhambane,-23.86,35.38,71.28,90,80,4.38,MZ,1601606578
628,Ziro,27.63,93.83,68.85,82,42,0.4,IN,1601606345
629,Koygorodok,60.45,51.0,46.45,96,89,4.41,RU,1601606579
630,Inta,66.03,60.17,46.4,90,96,15.37,RU,1601606579
631,Korla,41.76,86.15,58.77,27,0,8.88,CN,1601606348
632,Jos,9.92,8.9,64.04,95,34,1.66,NG,1601606579
633,Sistranda,63.73,8.83,55.4,66,0,27.51,NO,1601606580
634,Toucheng,24.86,121.82,86.0,33,20,6.71,TW,1601606580
635,Salamanca,40.83,-6.0,57.2,71,75,23.04,ES,1601606580
636,Erenhot,43.65,111.98,44.13,50,0,15.97,CN,1601606580
637,Malakal,9.53,31.66,71.06,89,5,2.8,SS,1601606581
638,Fujin,47.26,132.03,53.28,81,100,14.0,CN,1601606581
639,Palu,-0.89,119.87,92.39,47,68,2.48,ID,1601606581
640,Vanavara,60.34,102.28,34.5,85,50,4.38,RU,1601606582
641,Panabá,21.28,-88.27,76.44,92,100,6.69,MX,1601606582
642,Poway,32.96,-117.04,84.2,28,1,6.93,US,1601606582
643,North Branch,45.51,-92.98,43.0,83,33,3.0,US,1601606582
644,Al Bardīyah,31.76,25.09,68.32,77,0,1.68,LY,1601606583
645,Corinth,37.94,22.96,62.01,61,50,1.99,GR,1601606583
646,Yumen,40.28,97.2,53.04,32,100,11.56,CN,1601606583
647,La Romana,18.43,-68.97,77.0,100,40,10.63,DO,1601606583
648,Lanzhou,36.06,103.79,60.01,56,97,4.52,CN,1601606292
649,Bosconia,9.97,-73.88,75.69,92,100,4.09,CO,1601606583
650,Tual,-5.67,132.75,81.28,78,87,20.83,ID,1601606584
651,Palmer,42.16,-72.33,50.0,93,20,1.45,US,1601606584
652,Sunrise Manor,36.21,-115.07,93.2,5,1,3.06,US,1601606584
653,Emerald,-23.53,148.17,87.01,35,0,8.05,AU,1601606584
654,Province of Mantua,45.17,10.78,60.01,93,100,5.99,IT,1601606584
655,Köflach,47.07,15.08,52.0,100,20,2.24,AT,1601606584
656,Haukipudas,65.18,25.35,44.6,100,59,3.36,FI,1601606584
657,Baykit,61.67,96.37,34.84,83,94,4.03,RU,1601606585
658,Venado Tuerto,-33.75,-61.97,48.99,71,0,5.01,AR,1601606409
659,Tabory,58.52,64.55,45.73,93,28,4.56,RU,1601606585
660,Awjilah,29.11,21.29,75.34,42,0,6.35,LY,1601606586
661,Buchanan,5.88,-10.05,76.84,91,99,8.3,LR,1601606586
662,Anjār,23.13,70.02,81.19,74,0,10.49,IN,1601606586
663,Lakes Entrance,-37.88,147.98,80.01,32,0,7.0,AU,1601606586
664,Uyuni,-20.46,-66.83,52.77,39,0,8.63,BO,1601606587
665,Hithadhoo,-0.6,73.08,83.16,67,30,2.06,MV,1601606587
666,Kjøpsvik,68.1,16.37,55.0,71,91,1.01,NO,1601606587
667,Paamiut,61.99,-49.67,37.31,94,100,57.85,GL,1601606587
668,Menongue,-14.66,17.69,66.78,67,99,2.73,AO,1601606588
669,Imeni Morozova,59.98,31.04,44.01,85,80,5.84,RU,1601606588
670,Chaihe,44.77,129.7,52.47,93,100,4.38,CN,1601606588
671,Vologda,59.22,39.89,47.14,79,96,4.97,RU,1601606588
672,Ambulu,-8.35,113.61,87.67,59,45,6.73,ID,1601606588
673,Jieshi,22.81,115.83,82.0,72,4,15.21,CN,1601606589
674,Udachny,66.42,112.4,23.0,73,75,6.71,RU,1601606589
675,Derzhavīnsk,51.1,66.32,47.59,55,27,6.31,KZ,1601606467
676,Kearney,40.7,-99.08,46.4,52,1,4.7,US,1601606589
677,Steamboat Springs,40.48,-106.83,57.2,19,1,1.59,US,1601606589
678,Nemuro,43.32,145.57,64.4,72,75,5.82,JP,1601606590
679,Nsanje,-16.92,35.26,72.45,69,9,3.78,MW,1601606590
680,Shahrud,36.42,54.98,54.25,46,0,2.57,IR,1601606590
681,Karuzi Province,-3.12,30.13,60.1,87,5,1.01,BI,1601606590
682,Sobolevo,54.43,31.9,49.05,64,64,11.1,RU,1601606590
683,Synya,65.37,58.04,44.76,91,97,7.49,RU,1601606591
684,Fayaoué,-20.65,166.53,72.41,73,100,12.77,NC,1601606591
685,Verkhnyaya Inta,65.98,60.31,46.11,91,95,15.55,RU,1601606591
686,Zhaoyang,42.68,126.03,60.22,64,1,18.37,CN,1601606592
687,Sola,-13.88,167.55,80.15,81,49,11.92,VU,1601606592
688,Nevel',56.02,29.93,47.41,71,56,8.43,RU,1601606592
689,Antalaha,-14.9,50.28,69.58,90,17,4.81,MG,1601606592
690,Copacabana,6.35,-75.51,64.67,76,57,1.59,CO,1601606592
